source,index,text
unknown,1924,"72 Fire | Clear conditions throughout the day. | Hwy 86 and Ave 72, Community of Oasis "
unknown,1925,"Moonlight RX | Clear conditions throughout the day. | Antelope Lake, southwest of Janesville in Plumas County. "
unknown,1926,"Platina Fire | Clear conditions throughout the day. | Platina Road and Nono Road, Igo-Southwest of Redding"
unknown,1927,"111 Fire | Clear conditions throughout the day. | Hwy 111 and Parkside Dr, 10 miles South of the City of Coachella"
unknown,1928,Pyrite Fire  | Clear conditions throughout the day. | Granite Hill and Jurupa Valley 
unknown,1929,"House Fire | Clear conditions throughout the day. | Tollhouse Rd and Van Vleet, southwest of Shaver Lake in Fresno County"
unknown,1930,"Coastal Fire | Clear conditions throughout the day. | St. Tropez and Laguna Ridge Trail, southeast of Laguna Beach "
unknown,1931,"Coyote Fire | Clear conditions throughout the day. | Near Old Idyllwild Road, in Banning"
unknown,1932,"Poplar Fire | Clear conditions throughout the day. | Poplar Ave  and Road 265, Porterville "
unknown,1933,"Edmonston Fire | Clear conditions throughout the day. | Edmonston Pumping Plant Road and Cattle Creek, Northeast of Lebec "
unknown,1934,"Willow Fire  | Clear conditions throughout the day. | Willow Pass Court and Willow Pass Road, near Bay Point"
unknown,1935,"Dunnigan Fire  | Clear conditions throughout the day. | County Road 11 and County Rd 85, South West of Dunnigan"
unknown,1936,"Owens Fire | Clear conditions throughout the day. | Hwy 1 and Bill Owens Rd, Point Arena "
unknown,1937,"Quail Fire | Clear conditions throughout the day. | Quail Canyon Rd and Pleasents Valley Rd,  southwest of Winters "
unknown,1938,"Wilder Fire | Clear conditions throughout the day. | Wilder Road and Plains Drive, southwest of Red Bluff"
unknown,1939,"Edward Fire | Clear conditions throughout the day. | Near County Road 200 and County Road FF, northwest of Orland"
unknown,1940,River Fire  | Clear conditions throughout the day. | Hwy 45 and Brown Road
unknown,1941,"Bull Fire  | Clear conditions throughout the day. | Cuyama Highway and Twitchell Dam Road, northeast of Santa Maria"
unknown,1942,"Elk Trail Fire | Clear conditions throughout the day. | Elk Trail , South end of Yucca Valley "
unknown,1943,"Lost Lake Fire  | Clear conditions throughout the day. | Hwy 95 and Lost Lake, Community of Lost Lake in Riverside County"
unknown,1944,"Old Fire | Clear conditions throughout the day. | Old Soda Springs Road, northeast of Napa"
unknown,1945,"Range Fire | Clear conditions throughout the day. | Hwy 223 and Deertrail Drive,  west of Tehachapi"
unknown,1946,"62 Fire | Clear conditions throughout the day. | Avenue 62 and Monroe Street, East of La Quinta"
unknown,1947,"Eagle Fire | Clearing in the afternoon. | Bald Eagle and Lazy Hill Road, northeast of Paso Robles "
unknown,1948,"Hesperia Fire | Clear conditions throughout the day. | Hwy 138 and Hwy 173, Hesperia "
unknown,1949,"Marsh Fire | Clear conditions throughout the day. | Marsh Creek Road and Walnut Boulevard, South of Brentwood in Contra Costa County"
unknown,1950,"Park Fire | Clear conditions throughout the day. | Bangor Park Road and Sunrise Hill Road, Bangor in Butte County"
unknown,1951,"Graham Fire | Clear conditions throughout the day. | Ishi Wilderness and Wildcat Creek,  east of Los Molinos in Tehama County. "
unknown,1952,"Plant Fire | Clear conditions throughout the day. | Interstate 5 and Grapevine Rd, Grapevine"
unknown,1953,"Brandie Fire | Clear conditions throughout the day. | Brandie Drive and Loma Rica Rd, northeast of Marysville.  Yuba County"
unknown,1954,"Sheep Fire | Clear conditions throughout the day. | Hwy 2 and Sheep Creek Road, North East of Wrightwood in San Bernardino County"
unknown,1955,"Barrett Fire | Partly cloudy throughout the day. | Hwy 94 and Barrett Rd, Barrett in San Diego County"
unknown,1956,Border 13 Fire  | Partly cloudy throughout the day. | East of Marron Valley near Border Road in San Diego County. 
unknown,1957,"Rancho Fire | Clear conditions throughout the day. | Rancho Tehama Road and Alpine Drive, northwest of Corning"
unknown,1958,"Border 16 | Clearing in the afternoon. | Marron Valley Rd and Tecate Creek, south of Dulzura"
unknown,1959,Edgewood | Clear conditions throughout the day. | Rocky Way and Eastview Way at Edgewood County Park 
unknown,1960,"Thunder Fire  | Partly cloudy throughout the day with rain clearing later. | Edmonston Pump Plant Rd East of Interstate 5, South of Bakersfield"
unknown,1961,99 Fire | Clear conditions throughout the day. | Hwy 99 and Deniz Brothers Lane
unknown,1962,"Scenic Fire  | Clear conditions throughout the day. | Carquinez Scenic Dr and Canyon Lake Dr,  east of Crokett"
unknown,1963,"Canyon Fire  | Clear conditions throughout the day. | Kilkare Road, near Sunol"
unknown,1964,"Tesla Fire | Clear conditions throughout the day. | Tesla Road and Corall Hollow Rd, 11 miles southeast of Livermore in Alameda County"
unknown,1965,Timm Fire | Clear conditions throughout the day. | Buena Vista Lane and Timm Road north of Vacaville in Solano County
unknown,1966,Romero Fire | Clear conditions throughout the day. | Santa Nella near O'Neill Forebay in Merced County
unknown,1967,"Kirker Fire  | Clear conditions throughout the day. | Kirker Pass Rd and Black Diamond Trail, northeast of Clayton"
unknown,1968,"Union Fire | Clear conditions throughout the day. | Clay Street and General Road, Jurupa Valley in Riverside County"
unknown,1969,"Ridge Fire | Clear conditions throughout the day. | Rainbow ridge , West of Mount Shasta in Siskiyou County. "
unknown,1970,Roblar Fire  | Clearing in the afternoon. | Roblar Road and Canfield Road. southwest of Rohnert Park
unknown,1971,"Redwood Fire | Clearing in the afternoon. | Interstate 101 & Redwood Landfill, southeast of Petaluma "
unknown,1972,"Burrows Fire  | Clear conditions throughout the day. | County Rd 306 and County Rd 315, north of Elk Creek"
unknown,1973,"Camino Fire | Clearing in the afternoon. | Husana Road and Mary Hall Road, north of Nipomo in San Luis Obispo County"
unknown,1974,"Rices Fire | Clear conditions throughout the day. | Rices Crossing Road and Cranston Road, south of Dobbins in Nevada County"
unknown,1975,"Evan Hewes | Partly cloudy throughout the day. | Evan Hewes Hwy and Jessup Rd, West of Seeley "
unknown,1976,"Nelson Fire | Clear conditions throughout the day. | Nelson Avenue and Wilber Road,  west of Oroville"
unknown,1977,"Sandra Fire | Clear conditions throughout the day. | Sandra Lane and Wayman Lane, North of Bangor "
unknown,1978,"Table Fire | Partly cloudy throughout the day. | White Thorne Road and Auberry Road, Table Mountain in Fresno County"
unknown,1979,"Garrison Fire | Clear conditions throughout the day. | Hwy 101 and East Garrison, near Camp Roberts in Monterey County"
unknown,1980,"Electra Fire | Partly cloudy throughout the day. | Electra Road and Hwy 49, southeast of Jackson in Amador County"
unknown,1981,"Jan-Dar Fire | Partly cloudy throughout the day. | Jan-Dar Rd and Oro Bangor Hwy, Community of Bangor in Butte County. "
unknown,1982,"Nome Fire | Cloudy skies throughout the day with afternoon rain. | Hwy 162 and Short Creek Rd in Covelo CA, Mendocino County"
unknown,1983,Bay Fire | Clear conditions throughout the day. | Marysville Rd at Bayberry Ln in Browns Valley 
unknown,1984,"Washburn Fire | Clear conditions throughout the day. | Hwy 41 and Mariposa Grove Road, Fish Camp in Mariposa County"
unknown,1985,"Porter Fire | Clear conditions throughout the day. | Porter Road and Camp Far West Road, east of Wheatland"
unknown,1986,"Harbison | Clearing in the afternoon. | Harbison Canyon Road and Los Caballos Lane, Harbison Canyon in San Diego County"
unknown,1987,"Herman Fire | Clearing in the afternoon. | Lake Herman Rd and Reservoir Rd, Benicia Ca"
unknown,1988,Peter Fire  | Clear conditions throughout the day. | Peter Pan Gulch Rd and Olinda Rd
unknown,1989,"Grant Fire | Clear conditions throughout the day. | Off Boys Ranch Rd. Sloughhouse, Ca."
unknown,1990,Rainbow Fire | Clear conditions throughout the day. | Rainbow Ridge and Stagecoach Rd northwest of Corning
unknown,1991,"Riosa Fire | Clear conditions throughout the day. | Riosa Road and Karchner Road, 3 miles southeast of Wheatland in Placer County"
unknown,1992,Border 27 Fire | Clearing in the afternoon. | East of Chula Vista in San Diego County
unknown,1993,Bell Fire | Clear conditions throughout the day. | Bell Springs Road at Southside of Blue Rock in Mendocino County
unknown,1994,"Agua Fire | Clear conditions throughout the day. | Hwy 140 and Agua Fira Rd, West of Mariposa "
unknown,1995,"Winding Fire | Clear conditions throughout the day. | Winding Way and Regent Way, 3 miles south of Oregon House in Yuba County"
unknown,1996,"Meadow Fire  | Clear conditions throughout the day. | Black Oak Ridge Rd and Lone Tree Ridge Rd, near Boonville"
unknown,1997,"Flynn Fire  | Clear conditions throughout the day. | Highway 580 x North Flynn Road,  east of Livermore"
unknown,1998,"Slate Fire  | Clear conditions throughout the day. | Highway 108 X Chicken Ranch Road, Southwest of Jamestown"
unknown,1999,"Anzar Fire | Partly cloudy throughout the day. | Anzar Rd and Forest Rd,  East of Aromas"
unknown,2000,"Oak Fire  | Clear conditions throughout the day. | Hwy 140 and Carstens Road, near Midpines"
unknown,2001,"Cable Fire  | Partly cloudy throughout the day. | Cable Road & Badger Hill, west of Pollock Pines "
unknown,2002,"Casner Fire | Clearing in the afternoon. | North of Highway 78 & Casner Rd, Intermountain/Witch Creek "
unknown,2003,"Apple Fire | Clear conditions throughout the day. | White Oak Lane and Red Hill Way, 5 miles northeast of Browns Valley"
unknown,2004,"McKinney Fire  | Clear conditions throughout the day. | Hwy 96 and McKinney Creed Road, southwest of Klamath River"
unknown,2005,"Highway Fire | Clear conditions throughout the day. | Hwy 173 and of Hwy 138, South of Hesperia "
unknown,2006,"Mesa Fire | Clear conditions throughout the day. | Erskine Creek Rd and Willow Gulch, Southeast of Lake Isabella "
unknown,2007,"Shackleford Fire | Clear conditions throughout the day. | Shackleford Road and Big Meadows Creek, West of Fort Jones  "
unknown,2008,"Pebble Fire | Partly cloudy throughout the day. | Pebble Lane and Ripple Lane, East of Fresno "
unknown,2009,"Kelsey Fire | Clear conditions throughout the day. | Buker Rd and  Punkin Rd, Southwest of Scott Bar"
unknown,2010,"Meamber Fire | Partly cloudy throughout the day with late afternoon rain. | Meamber Creek Road and Scott River Road, Northwest of Fort Jones"
unknown,2011,"Marmot Fire | Clear conditions throughout the day. | South Fork Drive and Cinnamon Canyon Road, southeast of Three Rivers"
unknown,2012,"Springs Fire | Clear conditions throughout the day. | HWY 108 and La Grange Road, Jamestown"
unknown,2013,"Smokey Fire  | Partly cloudy throughout the day. | Beaver Creek and Forest Road 48N01, west of Hilt"
unknown,2014,Six Rivers (SRF) Lightning Complex | Partly cloudy throughout the day. | Willow Creek Area
unknown,2015,Yeti and Alex Fire | Clear conditions throughout the day. | Seiad south of HWY 96 and south of the Klamath River
unknown,2016,"3-8 Fire  | Partly cloudy throughout the day with afternoon rain. | Highway 299/Big Valley Summit, East of Pittville "
unknown,2017,"S-2 Fire | Clear conditions throughout the day. | Massacre Rim , northeast of Ceadarville "
unknown,2018,"Sam Fire | Clear conditions throughout the day. | Lancaster Road and Old Ridge Route Road, near Gorman "
unknown,2019,"Rail Fire | Clear conditions throughout the day. | Bealville Rd and Caliente Bodfish Rd, Southeast of Bakersfield"
unknown,2020,"Oak Fire | Clear conditions throughout the day. | Live Oak Road & Smothers Ravine Road, near Weimar "
unknown,2021,"Wishon Fire | Clear conditions throughout the day. | Highway 190 and NF 20S82, east of Springville"
unknown,2022,"Eden Fire | Clear conditions throughout the day. | I-580 and Schaefer Ranch Rd, Dublin"
unknown,2023,"Los Bueyes | Clear conditions throughout the day. | Training Area 20, Gabilian Road, Fort Hunter Liggett Military Base"
unknown,2024,"Quail Fire | Clear conditions throughout the day. | Tapia Canyon Road and Charlie Canyon Road, Castaic in Los Angeles County"
unknown,2025,"Pleasant Fire | Clear conditions throughout the day. | Owl Creek Road and Lost Ranch Way, West of Nevada City. "
unknown,2026,"Point Fire | Clear conditions throughout the day. | Anderson Road and Panorama Road, West of Lower Lake in Lake County "
unknown,2027,Valley Fire | Clear conditions throughout the day. | Pine Creek Road
unknown,2028,East Fire | Clear conditions throughout the day. | East Fork Rd and Shoemaker Rd at San Gabriel Canyon
unknown,2029,"Still Fire | Clear conditions throughout the day. | Still Road and Wolf Road, Northwest of Higgins Corners in Nevada County "
unknown,2030,"McCovey Fire | Cloudy skies throughout the day. | Hwy 169 near McCovey Ranch on the Klamath River, southeast of Klamath"
unknown,2031,Ranch Fire | Cloudy skies throughout the day. | HWY 169 Near McCovey Ranch on the East side of the Klamath River
unknown,2032,Gulch Fire | Clear conditions throughout the day. | San Gabriel Canyon Road 
unknown,2033,"Route Fire | Clear conditions throughout the day. | I5 and Lake Hughes Road, near Castaic "
unknown,2034,"Border 32 | Clear conditions throughout the day. | Barret Lake Road & Hwy 94, near Barret Lake "
unknown,2035,"Branstetter Fire  | Clear conditions throughout the day. | Branstetter Lane and Cedars Road, City of Redding "
unknown,2036,"Walker Fire | Clear conditions throughout the day. | Highway 101 and Walker Road, South of the community of Willits "
unknown,2037,"Woods Fire | Clear conditions throughout the day. |  Highway 108 and Stockton Road, Sonora"
unknown,2038,"Mill Fire | Clear conditions throughout the day. | Woodridge Court and Woodridge Way, City of Weed"
unknown,2039,"Tower Fire | Clear conditions throughout the day. | Rock Creed Road & Salt Spring Valley Reservoir, northwest of Copperopolis"
unknown,2040,"Mountain Fire  | Clear conditions throughout the day. | Gazelle-Callahan Road,  east of Gazelle Mountain , southeast of Gazelle"
unknown,2041,"Sandia Fire | Clear conditions throughout the day. | Sandia Creek Dr, north of De Luz Rd in De Luz"
unknown,2042,"Caesar Fire | Clear conditions throughout the day. | Hwy 78 and Ramona Trails Drrive, east of Ramona"
unknown,2043,"Fairview Fire | Clear conditions throughout the day. | Fairview Avenue and Bautista Canyon Road, near Hemet"
unknown,2044,Hill Fire | Clear conditions throughout the day. | Iowa Hill Rd near Forest Hill
unknown,2045,Radford Fire | Clear conditions throughout the day. | North of Highway 38 in the Barton Flats Area
unknown,2046,Rosa Fire | Clear conditions throughout the day. | Santa Rosa Creek Rd and Cinnabar Rock Trail
unknown,2047,Power Fire  | Clear conditions throughout the day. | Powerhouse Rd at Aubery Rd
unknown,2048,"Mosquito Fire | Clear conditions throughout the day. | Mosquito Road and OxBow Reservoir east of Foresthill, Placer County "
unknown,2049,"Fork Fire  | Becoming cloudy in the afternoon. | Road 222 and Road 200, North fork"
unknown,2050,"Coyote Fire | Clear conditions throughout the day. | Coyote Ridge, west of Red Rock Lakes, southeast of Dorris"
unknown,2051,"Barnes Fire | Clear conditions throughout the day. | Buck Creek Road and Buck Creek Overlook Road, north of Davis Creek in Modoc County"
unknown,2052,Red Fire | Partly cloudy throughout the day with rain. | Between Red Creek and Illilouette Creek
unknown,2053,Rodgers Fire | Partly cloudy throughout the day with afternoon rain. | Northwest of Rodgers Canyon and southwest of Pleasant Valley
unknown,2054,Eliza Fire | Clear conditions throughout the day. | Hawkinsville Humbug Rd and Humbug Creek Rd west of Yreka
unknown,2055,"Forward Fire | Clear conditions throughout the day. | Manton Ponderosa Way and Digger Creek, in Manton"
unknown,2056,"Dutch Fire | Clearing in the afternoon. | I-80 & Ridge Rd, Dutch Flat"
unknown,2057,"Garden Fire | Clear conditions throughout the day. | Garden Bar Road and Big Hill Road, Northwest of Auburn"
unknown,2058,"Irie Fire | Partly cloudy throughout the day. | Gibbons Rd. and Gibbons Canyon, east of Porterville"
unknown,2059,"Manzanita Fire  | Partly cloudy throughout the day. | Manzanita Flats, North of San Bernardino "
unknown,2060,"97 Fire | Clear conditions throughout the day. | Quarry Road and Quarry Lance, Lake Shastina "
unknown,2061,"Howard Fire | Partly cloudy throughout the day. | Rose Valley Rd and Gene Marshall-Piedra Blanca Trail,  northeast of Ojai "
unknown,2062,"Pleasant Fire  | Clear conditions throughout the day. | Hwy 395 & Sawmill Road, Bishop "
unknown,2063,"Nob Fire | Clear conditions throughout the day. | East Blue Ridge and Paiute, south of Wrightwood"
unknown,2064,66 Fire | Clear conditions throughout the day. | Ave 66 and Hwy 86
unknown,2065,"Johnson Fire | Clear conditions throughout the day with early morning rain. | Johnson Street and 81st Avenue, Mecca"
unknown,2066,"Point Fire | Clear conditions throughout the day. | Two Feathers Road and Wagon Gulch Road, 13 miles SW of Redding"
unknown,2067,Ramona Fire | Clearing in the afternoon. | Ramona Expressway and North Warren Rd
unknown,2068,"Pistol Fire | Partly cloudy throughout the day. | Auberry Road and Summit Mountain Road, northeast of Fresno"
unknown,2069,"Sicard Fire | Clear conditions throughout the day. | Sicard Flat Rd and Wandering Way, Smartsville"
unknown,2070,"Orange Fire | Clear conditions throughout the day. | Orange Cove, southeast of Fresno "
unknown,2071,Panoche Fire | Clearing in the afternoon. | North of Little Panoche Rd
unknown,2072,"Valley Fire | Clear conditions throughout the day. | Reservation Road and Success Valley Drive, East of Porterville "
unknown,2073,"Range Fire | Partly cloudy throughout the day. | San Vicente Road, north of Soledad"
unknown,2074,"Rodeo Fire | Partly cloudy throughout the day. | Hills Valley Road and Highway 180, West of Squaw Valley in Fresno County"
unknown,2075,"Gulch Fire | Clear conditions throughout the day. | Indian Gulch Road and McCay Road, Cathays Valley"
unknown,2076,"Geology Fire | Clear conditions throughout the day. | Berdoo Canyon Road and Geology Tour Road, Joshua Tree National Park"
unknown,2077,Summit Fire | Clear conditions throughout the day. | Sequoia National Park
unknown,2078,"Henderson Fire | Partly cloudy throughout the day. | Henderson Drive and Terrace Drive, west of Clearlake Oaks in Lake County "
unknown,2079,"Frank Fire | Clear conditions throughout the day. | Hwy 36 and Frank Ball Road, northwest of Red Bluff"
unknown,2080,"Scott Fire | Clear conditions throughout the day. | Fargo Way and Dusty Trail, north of Browns Valley in Yuba County"
unknown,2081,"Snell Fire | Partly cloudy throughout the day. | Snell Valley Road and Walker Road, southeast of Middletown in Napa County"
unknown,2082,"Wildcat Fire | Partly cloudy throughout the day. | Forest Service Road 10S069 and Trimmer Springs Road, Pine Flat "
unknown,2083,"Rocky Fire | Clear conditions throughout the day. | Yokohl Drive and Rocky Hill Drive ,  East of Exeter "
unknown,2084,"Slough Fire | Partly cloudy throughout the day. |  South Colusa Ave and West Floral Ave, San Joaquin, West of Fresno Slough "
unknown,2085,Black Wood Fire | Clear conditions throughout the day. | Black Wood Rd & Old Mine Rd
unknown,2086,"Garbani Fire | Clearing in the afternoon. | Garbani Rd, Menifee, Ca"
unknown,2087,"Viper Fire | Clear conditions throughout the day. | 29900 block of San Timeteo Canyon Rd., north of Moreno Valley"
unknown,2088,"Harney Fire | Clear conditions throughout the day. | Jacksonville Road and Harney Drive, Jamestown CA"
unknown,2089,"Peoria Fire | Clear conditions throughout the day. | Peoria Rd x Hillcrest Rd, northwest of Smartsville"
unknown,2090,Balfour Fire | Partly cloudy throughout the day. | Deer Valley Road and Balfour Road in Contra Costa County
unknown,2091,"Crane Fire | Partly cloudy throughout the day. | Crane Lane and Ackers Lane, near Squaw Valley "
unknown,2092,"Juniper Fire | Clear conditions throughout the day. | Juniper Road and Santa Rosa Road, west of the City of Perris"
unknown,2093,"Nice Fire | Clear conditions throughout the day. | Nice Ave and Amethyst Ave, Mentone "
unknown,2094,"Champagne Fire  | Clear conditions throughout the day. | Champagne Avenue and 170 Street, southwest of Mojave"
unknown,2095,"Gann Fire | Clear conditions throughout the day. | near Hogan Dam Road and Quartz Hill Road, Valley Springs"
unknown,2096,Whiskey Fire | Partly cloudy throughout the day. | Road 225 North Fork
unknown,2097,"Peter Fire | Clear conditions throughout the day. | Dwight Lee Street and Crown Valley Road, Acton"
unknown,2098,Roundup Fire | Clear conditions throughout the day. | Juniper Flats and Baldwin Road near Apple valley 
unknown,2099,Bernasconi Fire | Clear conditions throughout the day. | Bernasconi Road and Ramona Expressway
unknown,2100,Lincoln Fire | Clear conditions throughout the day. | Lincoln Road and Ave 64 in Mecca
unknown,2101,"Day Fire | Clear conditions throughout the day. | Day Street and Cajalco Road, near Mead Valley "
unknown,2102,"Frog Fire | Partly cloudy throughout the day. | Frogs Leap and Villa Helena Street, Temecula "
unknown,2103,"District Fire | Clear conditions throughout the day. | Interstate 5 and Fort Tejon Road, north of Lebec"
unknown,2104,"Village Fire | Clear conditions throughout the day. | Country Village Drive and Hy 60, near Jurupa Valley "
unknown,2105,Park Fire | Clearing in the afternoon. | Potrero Park Drive and Potrero Valley Rd
unknown,2106,"Vineyard Fire | Clearing in the afternoon. | Vineyard Canyon Road and Indian Valley Road, East of San Miguel "
unknown,2107,"Rider Fire | Clear conditions throughout the day. | Cajalco Road and Rider Street, near Mead Valley"
unknown,2108,"Carbon Fire | Clear conditions throughout the day. | Carbondale Road and Willow Creek, near Ione"
unknown,2109,Snake Fire | Clear conditions throughout the day. | Lindell Rd. and Snake Rd. in Lake Elsinore
unknown,2110,Spring Fire | Clear conditions throughout the day. | Gilman Springs Road and Hwy 60 near Moreno Valley 
unknown,2111,"Liberty Fire | Clear conditions throughout the day. | East Liberty Road and Ranchero Road, north of Camanche Reservoir"
unknown,2112,"Avocado Fire | Clear conditions throughout the day. | near Avocado Mesa Road, in La Cresta"
unknown,2113,"Pulsar Fire | Clear conditions throughout the day. | Pulsar View Road, Lakeview"
unknown,2114,"Highland Fire | Clear conditions throughout the day. | South Highland Springs Ave and Breckenridge Ave, Beaumont, Ca."
unknown,2115,"Rabbit Fire | Clear conditions throughout the day. | Northeast of Gilman Springs Road and Jack Rabbit Trail, in Lakeview "
unknown,2116,Gavilan Fire | Clear conditions throughout the day. | Gavilan Road and Smith Road in Lake Matthews
unknown,2117,"Lodoga Fire | Clear conditions throughout the day. | Sites Lodoga Road and Lodoga Stonyford Road, Colusa County"
unknown,2118,"Stony Fire | Clear conditions throughout the day. | County Road 306 and Hwy 162, north of Elk Creek"
unknown,2119,"Juniper Fire | Clear conditions throughout the day. | Highway 198 and Crump Lane, West of Coalinga "
unknown,2120,"Reche Fire | Clear conditions throughout the day. | Reche Canyon Road and Broe Road, Moreno Valley"
unknown,2121,"Idria Fire | Partly cloudy throughout the day. | New Idria Road, near New Idria"
unknown,2122,"Oak Fire | Clear conditions throughout the day. | 7100 Block of Sierra Avenue, in Jurupa Valley"
unknown,2123,"Wonder Fire | Clear conditions throughout the day. | Wonderland Boulevard and Ponderosa Road, South of Shasta Lake"
unknown,2124,"Long Fire | Clear conditions throughout the day. | 45,000 block of Longview Rd, near Yokuts Valley, Ca"
unknown,2125,"Victor Fire | Clear conditions throughout the day. | North Sierra Highway and Needham Ranch Parkway, Santa Clarita"
unknown,2126,"Agua Fire | Clear conditions throughout the day. | Soledad Canyon, west of Acton"
unknown,2127,"Turkey Fire | Clear conditions throughout the day. | Turkey Creek Trail, Swedes Flat Rd, Bangor"
unknown,2128,"Bonny Fire | Clear conditions throughout the day. | 45000 Block of Bonny Lane, near Aguanga"
unknown,2129,"Sunset Fire | Clear conditions throughout the day. | Mesa Street cross of Gilman Street, Banning CA"
unknown,2130,"Scodie Fire | Clear conditions throughout the day. | Highway 178 and Scodie Park Road, near Onyx"
unknown,2131,"Flynn Fire | Clear conditions throughout the day. | I-580 and North Flynn Road, Altamont "
unknown,2132,"Shell Fire | Clear conditions throughout the day. | Shell Creek and HWY 58, east of Creston"
unknown,2133,"York Fire | Clear conditions throughout the day. | New York Mountains, San Bernardino County, and Clark County"
unknown,2134,"Haberkern Fire | Partly cloudy throughout the day. |  Lebec, South of Bakersfield"
unknown,2135,"Beale Fire | Partly cloudy throughout the day. | Hart Flat, West of Tehachapi"
unknown,2136,"Nuevo Fire | Clearing in the afternoon with morning rain. | 31120 Nuevo Road, Juniper Hills"
unknown,2137,RV Fire | Clear conditions throughout the day. | Interstate 5 near Arburua Rd
unknown,2138,"East Fire  | Clear conditions throughout the day. | Round Mountain Road and Eastmont Road, northeast of Bakersfield"
unknown,2139,"Almond Fire | Clear conditions throughout the day. | Bonita Avenue and Poplar Street, Cabazon"
unknown,2140,"Stanley Fire | Clear conditions throughout the day. | Stanley Road & Red Mountain Road, Hemet"
unknown,2141,"Clayton Fire | Partly cloudy throughout the day. | Clayton Road and Via De La Vista, East San Jose"
unknown,2142,"Tecuya Fire | Clear conditions throughout the day. | North of Frazier Park, Tecuya Mountain"
unknown,2143,"Ridge Fire | Clear conditions throughout the day. | 15000 block of Fawn Ridge Drive, French Gulch, Ca"
unknown,2144,"Boulevard Fire | Clear conditions throughout the day. | Cameron Canyon Road & Hwy 58, Cameron"
unknown,2145,"No Name Fire | Clear conditions throughout the day. | Sand Canyon Rd , southwest of Pearsonville"
unknown,2146,Almond Fire | Clear conditions throughout the day. | Highway 46 and highway 33 West of Lost Hills. 
unknown,2147,"Pass  | Clear conditions throughout the day. | Boulevard, CA"
unknown,2148,"Bunnie Fire | Clear conditions throughout the day. | San Vicente Road and Chuck Wagon Road, Ramona"
unknown,2149,"Rock Fire | Partly cloudy throughout the day. | Southwest of Martin St & Davis Rd, Lake Perris"
unknown,2150,Cemetery Fire | Clear conditions throughout the day. | Highway 99 and Deniz Bros Lane near Gridley in Butte County
unknown,2151,"Dry Creek Complex | Clear conditions throughout the day. | Dry Creek Road and Mile Marker 4, northeast of Woodlake in Tulare County"
unknown,2152,Hernandez Fire | Clearing in the afternoon. | Hernandez road and San Benito lateral Northeast of King City
unknown,2153,"Rinconada Fire | Clearing in the afternoon with early morning rain. | Hwy 166 west of Chimineas Ranch Road, West of Cuyama "
unknown,2154,"Trotter | Partly cloudy throughout the day. | Trotter Dr and Skyline Drive, West of Tehachapi "
unknown,2155,"Bitter Fire | Partly cloudy throughout the day. | Soda Lake Road and Bitterwater Road, Southeast of Shandon"
unknown,2156,SKU August Lightning Complex | Clear conditions throughout the day. | Siskiyou County
unknown,2157,Deep Fire | Clear conditions throughout the day. | Stuart Fork drainage
unknown,2158,Slide 1 Fire | Clear conditions throughout the day. | North of Mount Linn
unknown,2159,"Smith River Complex | Clear conditions throughout the day. | South of the Oregon border, northeast of High Plateau Mountain"
unknown,2160,Highway Fire | Partly cloudy throughout the day with rain in the morning and afternoon. | Washington Road south of Alpha Road
unknown,2161,Cochrane Fire | Partly cloudy throughout the day. | Hwy 101 and Coyote Creek Golf Drive in North Morgan Hill
unknown,2162,"Thirty Five Fire | Clear conditions throughout the day. | County Road 35 and County Road 33, west of Artois"
unknown,2163,Coyote Fire | Clearing in the afternoon. | Coyote Holler Road and Round Potrero Road
unknown,2164,Happy Camp Complex | Clear conditions throughout the day. | Klamath National Forest and Happy Camp Ranger District near Scott Bar
unknown,2165,"South Fork Complex | Clear conditions throughout the day with early morning rain. | Little Pilot Rock, Bridgeville"
unknown,2166,"Plant Fire | Partly cloudy throughout the day. | Aliso Park Road and Foothill Road, New Cuyama"
unknown,2167,SRF Lightning Complex | Partly cloudy throughout the day. | Humboldt County
unknown,2168,"Creek Fire | Partly cloudy throughout the day. | Highway 29 and Clayton Creek Road, south of Lower Lake in Lake County"
unknown,2169,Knoll Fire | Clear conditions throughout the day. | New Hogan Lake near Valley Springs
unknown,2170,"Alta Fire | Clear conditions throughout the day. | Wooden Valley Rd and White Creek, northeast of Napa"
unknown,2171,Caliente Fire | Clear conditions throughout the day. | East of Bealville Road and West of Keene
unknown,2172,"Meadow Fire | Clear conditions throughout the day. | Sharp Road and Springs Street, Lake Elsinore"
unknown,2173,"Green Fire | Clear conditions throughout the day. | 6000 Block of Hwy 46 W., East of Cambria"
unknown,2174,"Grade Fire | Clear conditions throughout the day. | Hwy 101 and Old Coast Hwy, South of Buellton"
unknown,2175,"Williams Fire | Clear conditions throughout the day. | Lockwood San Lucas Road and HWY 101, West of San Ardo"
unknown,2176,"Wiley Fire | Clear conditions throughout the day. | 4600 block of Wiley Lane, Suisun"
unknown,2177,"Avenales Fire | Clear conditions throughout the day. | Avenales Ranch Road and Los Pelados Road, Southeast of Pozo"
unknown,2178,"King Fire | Clear conditions throughout the day. | Kinsman Flat Road and Mammoth Road, North West of Shaver Lake"
unknown,2179,"Stanley Fire | Clear conditions throughout the day. | 46000 Stanley Road, in Aguanga"
unknown,2180,"Border 34 Fire | Clear conditions throughout the day. | Otay Mountain Wilderness, east of Otay Mesa"
